age,monthly_income,loan_amount,credit_score,employment_years,existing_loans,default
24,25550,225621,644,9.0,0,0
61,32184,310446,833,1.2,1,0
68,88052,267159,715,1.1,1,0
56,19038,202437,850,7.3,3,0
59,62121,407733,704,2.0,1,0
33,60932,700718,635,0.3,2,0
52,98478,654879,618,6.4,2,0
47,54622,439509,651,22.8,1,0
27,21896,463074,634,4.2,4,1
55,27567,414471,781,1.5,1,0
35,24120,156722,677,2.3,3,0
67,35498,502880,550,5.2,1,0
22,43925,277367,697,6.0,2,0
46,24360,150561,690,10.9,2,0
56,118467,595147,642,12.0,0,0
51,22133,271201,701,9.9,3,0
60,109936,530833,676,5.2,0,0
62,99817,871621,730,3.0,2,0
40,84034,206862,725,5.7,1,0
22,32329,476249,709,5.5,3,0
47,60202,103949,576,1.2,1,0
23,22778,1507595,849,3.5,0,0
63,84672,149155,555,1.2,1,1
61,46892,293063,669,11.5,0,0
21,38346,1290711,592,2.0,0,1
46,23523,366730,711,8.2,0,0
40,15000,169749,691,2.4,0,0
23,26288,782663,666,7.2,2,0
49,95576,768676,801,1.2,2,0
59,38495,266585,768,7.2,0,0
35,44285,290703,653,1.0,1,0
32,72644,312285,744,3.4,0,0
57,144842,374887,805,0.6,2,0
49,108553,97306,768,3.8,1,0
26,27353,382644,669,8.6,0,0
54,15282,1843416,552,7.0,1,1
27,201948,216041,705,0.3,2,0
37,191261,277397,733,3.4,0,0
23,54889,171631,618,9.6,1,0
65,22872,721963,681,5.3,4,0
20,87372,1158408,673,0.3,1,0
59,45945,1137398,791,2.0,3,0
28,45807,163014,828,4.1,0,0
60,83840,659893,774,0.9,4,0
34,59911,1393041,673,5.7,0,0
49,24064,665125,771,5.0,2,0
21,40342,648701,731,1.1,0,0
21,72888,303363,674,4.0,1,0
34,66579,527596,847,8.3,0,0
58,57366,1189513,620,2.3,3,0
36,85823,575254,728,1.4,0,0
22,39457,162979,747,6.0,5,0
49,54567,307173,657,0.4,0,0
39,15000,1164059,724,8.9,1,1
23,37429,573661,755,14.4,2,0
52,77523,486625,699,16.7,1,0
39,38784,284016,717,2.8,2,0
18,37058,1144958,688,4.9,1,0
37,26242,1672667,743,9.7,2,1
39,89502,1215360,661,1.3,2,0
65,68123,1402929,655,0.1,1,0
28,80438,332048,681,2.4,1,0
30,17400,296518,774,10.8,0,0
59,44521,390398,540,3.5,2,1
20,41437,456278,607,3.8,4,0
26,41425,1390002,850,5.9,3,0
29,33873,1124342,702,4.3,0,0
40,39828,680630,647,0.3,2,0
31,81616,140793,743,4.1,2,0
50,15557,114643,617,5.2,2,0
35,142397,536257,511,5.1,1,1
66,65532,894670,708,6.5,0,0
58,47791,415129,621,3.7,2,0
26,84465,2047077,688,11.5,1,0
40,20514,186101,706,3.1,2,0
27,32898,168268,691,3.7,3,0
36,45585,260035,543,7.6,2,0
64,111227,252246,682,9.0,0,0
22,47672,674029,715,5.2,3,0
64,64217,315726,567,0.7,0,1
69,34415,128248,558,2.0,1,0
40,65650,902805,594,0.1,0,0
47,134100,108232,739,1.8,1,0
42,89082,187779,520,4.2,0,0
45,46682,120793,746,8.2,4,0
51,73518,522143,711,4.4,1,0
62,69321,513414,659,0.2,0,0
65,66433,2049616,561,1.5,2,1
64,95527,919018,616,4.3,1,0
42,95100,1401869,742,6.2,1,0
27,45419,557316,780,10.1,1,0
31,72050,202491,597,17.2,2,0
59,38954,490159,771,11.1,1,0
63,28174,710651,734,3.1,1,0
47,41701,776883,679,6.9,1,0
58,46827,303176,620,1.4,3,0
42,18088,654108,633,0.3,1,1
31,82141,209730,825,0.3,0,0
52,15000,192024,694,1.4,3,0
69,249918,181202,786,0.2,1,0
65,120707,451215,699,9.5,1,0
51,41914,172427,643,3.4,1,0
27,49298,314961,726,8.3,2,0
52,58793,911031,850,14.1,1,0
28,34423,194210,628,25.5,1,0
28,55026,295537,753,13.8,2,0
38,44963,468506,695,6.3,4,0
38,46324,539020,564,2.9,2,1
39,54659,296726,562,4.6,2,0
62,22289,830254,643,8.5,1,1
24,50198,709532,707,11.4,3,0
34,54071,1101171,750,15.7,3,0
19,52960,414454,554,6.6,1,1
29,43066,293532,732,3.9,1,0
59,97024,256246,670,17.3,0,0
35,39648,565588,680,15.9,1,0
28,56184,327183,727,3.2,1,0
33,106764,280594,819,5.2,1,0
66,46740,309084,704,8.3,3,0
68,55752,256029,571,2.8,0,0
35,46266,518770,665,8.8,0,0
52,102993,142904,748,0.6,4,0
43,41997,563776,750,3.3,1,0
33,105874,760125,733,3.3,2,0
23,46066,277977,639,5.8,0,1
61,29270,2058791,570,0.6,2,1
60,73690,448694,727,0.5,1,0
64,40831,126870,582,11.5,4,0
64,71132,353276,735,1.8,0,0
65,15000,465154,735,2.0,1,0
59,49174,633600,642,7.5,2,0
29,37206,360070,671,2.7,1,0
30,25901,196957,695,8.9,1,0
21,35173,184243,630,2.6,0,0
56,34744,262267,569,7.1,1,0
19,47629,283163,676,3.7,0,0
43,21581,178442,685,13.7,3,0
44,59264,246163,788,2.0,1,0
44,111271,749803,617,2.3,1,0
32,58020,1654037,765,17.5,2,0
25,79649,809659,588,6.7,2,0
24,94536,1257566,572,7.4,1,0
64,102939,964432,655,1.8,3,0
63,150554,861563,604,3.8,4,0
57,36332,337649,571,1.9,1,1
29,31853,495205,835,1.5,1,0
30,78439,316002,643,3.8,2,0
60,74978,371280,850,22.0,1,0
34,78073,467209,600,1.2,2,1
34,152294,782972,543,1.4,1,0
53,49356,620734,783,1.4,4,0
38,63303,388689,621,7.8,4,0
25,27221,462513,691,3.6,1,0
22,176520,625790,571,2.4,0,0
43,40057,754579,676,9.3,1,1
33,40744,131242,570,1.8,0,0
53,39813,186855,674,2.5,2,0
45,33291,1072870,642,0.4,2,0
46,31645,421385,698,0.6,0,0
64,35802,315129,730,0.7,2,0
29,21601,358326,699,2.1,2,0
54,30601,358267,716,3.7,1,0
47,157846,691314,671,0.0,1,0
40,76221,182332,645,1.1,0,0
33,85437,451270,717,1.0,1,0
31,99342,538689,671,1.5,2,0
27,147337,607443,674,0.9,1,0
24,16935,528760,711,1.1,2,0
62,23436,668455,597,20.6,1,1
69,30265,279803,794,4.5,0,0
54,36981,208263,660,7.2,2,0
46,40931,3158486,689,8.6,2,1
20,37489,347662,676,5.5,0,0
32,55914,381717,732,6.1,1,0
53,50069,760911,707,5.0,2,0
64,31770,1586231,676,5.2,3,1
63,15000,286180,795,13.2,0,0
69,27018,198977,423,1.0,1,1
36,35258,163779,779,1.6,1,0
30,42266,1582450,753,0.5,0,0
59,24889,192820,533,9.1,1,1
38,36516,432767,754,3.0,3,0
54,24869,202434,764,11.9,2,0
44,45456,138873,724,2.7,1,0
69,25748,350143,555,2.9,0,0
46,29456,208933,734,3.0,2,0
37,22354,254408,760,4.7,5,0
42,44707,2202016,634,7.3,1,1
23,29147,621515,715,2.2,0,0
53,84463,932081,651,5.0,0,0
19,62536,855744,750,1.1,2,0
39,47008,408117,654,4.0,0,0
49,30379,311210,633,4.0,1,0
33,61593,539904,676,11.0,2,0
35,74192,506237,572,11.3,1,0
22,53402,280675,668,3.3,1,0
53,128312,490842,708,0.1,0,0
47,64587,251434,749,9.3,1,0
62,84809,385707,699,0.0,1,0
36,53110,338328,565,3.3,2,0
40,73526,160315,788,0.1,2,0
51,30391,67445,794,2.2,0,0
30,37233,208720,689,5.1,2,0
60,60452,1873434,619,2.3,2,1
46,60189,345329,637,13.1,4,0
53,66474,823051,663,5.1,0,0
39,94867,80857,702,5.2,0,0
69,20848,197475,655,2.3,2,0
69,27318,149702,611,0.2,1,0
64,56260,376306,761,6.7,1,0
53,31741,3071155,700,6.3,0,1
26,372004,639339,595,3.8,1,0
56,66798,1717688,703,2.7,3,1
68,46770,360934,692,3.9,0,0
36,35979,1318355,622,6.9,1,1
55,36750,2323546,775,6.2,0,0
23,49915,405349,690,5.4,1,0
69,52427,287387,662,11.7,2,0
64,37271,154160,673,4.7,1,0
32,41610,345501,715,0.1,2,0
37,109817,472369,674,4.8,2,0
26,112499,2246227,673,4.7,1,0
49,57023,157003,765,0.4,1,0
21,21921,464041,566,2.8,1,1
67,67717,103627,579,5.3,1,0
35,124563,314452,742,6.1,1,0
22,111509,567568,850,11.2,3,0
37,76164,666680,750,9.2,2,0
40,115088,708721,829,0.6,2,0
28,50616,607995,645,4.7,4,0
54,71457,703861,629,4.5,2,0
39,32582,458901,716,1.8,5,0
21,58416,191320,756,1.0,3,0
46,108849,100576,575,1.1,1,0
61,34418,285686,662,1.0,0,0
51,29235,397244,677,8.2,4,0
30,51973,1206392,625,0.8,1,0
59,42787,408202,635,1.5,0,0
26,72365,378036,747,1.2,1,0
59,37348,602246,717,6.2,3,0
48,137456,356464,743,0.9,4,0
24,22611,846134,706,0.1,2,0
21,104009,2155356,610,2.3,1,1
36,30979,2552613,713,1.8,4,1
59,16687,478127,603,2.5,2,1
47,56541,579264,655,7.0,1,0
48,42076,1564512,597,0.1,1,1
52,25190,392397,631,0.2,0,0
38,17875,761734,687,1.5,2,1
48,48775,178415,643,11.0,0,0
36,88036,345010,609,0.9,2,0
48,69631,1115587,771,29.1,3,0
49,50717,249058,670,8.2,0,0
19,65336,399336,637,3.0,0,0
69,48226,125571,593,6.9,4,1
27,20788,2201423,530,3.7,0,1
19,20899,1215203,662,4.2,3,1
19,43394,514257,569,4.3,0,1
41,44516,663981,736,5.2,3,0
34,81682,607263,682,0.3,2,0
49,77217,1339021,804,4.8,0,0
33,70479,292131,697,6.3,0,0
33,41432,794774,621,1.9,4,0
63,21409,1047517,529,19.2,3,1
56,62770,1169703,744,0.8,1,0
48,67178,72584,576,12.1,4,0
60,15000,273916,647,5.6,0,0
41,29714,195763,813,5.5,0,0
18,32382,498655,728,10.4,3,0
28,52628,88183,711,8.9,0,0
38,30272,86120,755,2.1,0,0
21,47911,2510709,752,6.1,4,1
24,43203,725162,806,0.3,4,0
43,44556,487383,631,3.1,2,0
64,31893,591808,649,13.9,0,0
67,33409,497361,606,1.6,1,0
29,25638,982524,677,0.3,1,1
48,61576,266743,669,4.4,1,0
34,69055,513647,539,2.2,3,1
50,30872,530691,627,2.4,2,0
28,122074,191475,795,4.4,0,0
45,40588,1228846,699,4.9,3,0
49,122775,309730,737,2.9,2,0
18,33347,998428,670,3.5,2,0
64,15000,485012,529,25.0,5,0
45,62399,1634533,669,15.8,1,0
59,56904,192316,763,6.1,2,0
24,50042,185756,585,0.9,1,1
19,33344,214366,739,2.2,3,0
59,48014,492198,543,10.7,2,0
41,36070,1518410,681,2.8,3,1
21,40887,1582434,723,15.5,0,0
61,81225,69704,655,3.4,0,0
36,54749,540238,850,9.9,1,0
43,70683,50000,640,0.2,1,0
28,42654,835700,633,2.8,0,1
57,39926,1082231,696,6.0,1,0
67,24536,428396,619,10.0,1,0
60,39260,473158,564,4.7,1,0
28,15000,469259,592,1.0,0,1
62,34401,236202,740,10.8,2,0
20,46670,624911,655,4.3,0,0
29,68748,367645,816,0.6,2,0
20,41722,931203,644,3.1,1,0
59,60391,403971,736,6.0,2,0
44,15000,222166,720,3.0,1,0
66,47377,129483,643,10.2,0,0
19,17895,99583,609,2.8,2,0
66,23742,1264272,541,4.4,1,1
33,43813,306743,724,1.2,3,0
19,105425,580044,775,3.6,2,0
47,61250,1842407,552,1.3,2,1
37,49559,282026,650,1.3,1,0
55,48449,267805,626,1.6,1,0
45,31946,398025,724,0.2,2,0
42,35369,452954,653,0.9,2,0
49,63349,2002768,785,2.8,3,0
27,21349,1548281,649,0.7,0,1
59,69970,727013,581,0.7,1,0
57,38827,1410607,642,17.2,5,1
50,80445,383626,651,2.8,0,0
30,87260,562041,722,2.6,1,0
58,17964,347593,650,1.6,1,0
59,34580,157582,715,3.6,3,0
64,29339,1159036,616,4.5,1,1
54,16520,676954,656,2.7,1,1
33,26383,448856,617,2.5,1,0
62,212087,441540,612,6.0,1,0
39,70665,132591,781,15.0,0,0
37,154874,202403,622,10.5,3,0
67,80616,578921,652,0.6,3,0
60,31410,289731,763,5.3,2,0
44,38985,371695,740,0.0,1,0
58,69777,406880,811,5.0,1,0
33,63735,256279,718,3.1,2,0
51,34668,203957,631,3.4,0,0
49,19811,121797,844,4.4,4,0
43,352447,393479,726,6.8,3,0
42,45040,725696,667,6.5,0,0
19,40318,118787,684,0.2,0,0
29,52470,433983,694,6.7,1,0
57,42377,553997,661,8.9,0,0
26,52766,200453,569,0.4,1,0
29,106103,1380164,810,2.0,1,0
43,45491,324950,678,7.9,1,0
26,24400,407987,694,3.4,1,0
27,44489,388863,846,5.9,0,0
49,37099,107299,625,3.5,2,0
51,115190,991527,732,19.1,1,0
65,98979,205990,616,13.8,0,0
37,52287,366144,705,1.7,2,0
56,22759,713636,696,2.4,1,1
19,23493,1423633,743,2.8,2,1
18,49467,186475,776,0.6,2,0
68,59981,309530,633,2.6,3,0
53,39152,1336994,793,7.5,1,0
41,36750,641119,798,9.4,4,0
44,34348,756862,660,10.9,1,0
19,48337,190821,679,0.1,1,0
48,15000,326646,640,7.8,1,0
31,25316,386826,655,3.5,3,0
19,33650,222723,583,1.2,2,1
46,101164,115883,742,3.5,6,0
32,30082,294078,515,9.3,1,1
29,54626,1307242,624,2.8,2,1
54,56158,463860,676,23.3,1,0
45,106803,1328329,783,4.8,3,0
37,104563,510536,636,3.4,2,0
56,47358,239961,714,1.7,2,0
41,36853,1229471,673,0.1,2,0
38,32915,524321,755,4.7,3,0
27,42419,955004,710,4.3,1,1
63,37781,188214,746,3.6,1,0
31,68334,1015615,635,3.9,0,1
54,63081,1040395,598,9.3,3,0
35,69918,557832,709,1.9,0,0
41,104356,231992,640,4.0,1,0
31,149899,426425,682,5.7,1,0
51,52828,721460,705,1.2,2,0
29,94814,533735,779,12.9,2,0
39,39695,715592,742,6.7,2,0
23,99808,994302,625,0.3,1,0
53,92679,263350,588,10.0,1,0
62,89773,175595,816,13.3,4,0
53,51867,429324,553,7.9,0,0
39,32826,339831,643,2.8,1,1
31,21232,829581,731,25.9,2,0
33,47857,187287,811,0.7,1,0
53,122983,1000795,664,3.8,0,0
42,40704,1306535,682,0.9,3,0
49,78517,442521,609,2.9,2,0
50,81338,464440,690,13.1,3,0
62,41348,239417,587,7.9,2,0
53,107991,286608,619,7.6,0,0
37,15000,319122,741,2.2,0,0
35,23537,1403320,645,13.6,0,1
55,28300,417693,753,2.3,2,0
20,29976,153623,667,0.2,0,0
40,59979,542684,570,5.1,0,0
49,58338,856861,773,2.3,2,0
62,62093,433510,574,0.8,1,0
33,70097,1433129,631,13.6,0,0
22,27720,824066,664,5.1,0,1
21,23602,191127,760,14.1,0,0
38,62180,284603,637,4.4,0,0
57,33585,530184,605,0.3,2,0
68,19105,116663,693,0.2,1,0
31,87799,579015,662,11.5,0,0
56,113216,108091,642,0.2,0,0
48,124778,1003241,697,4.8,0,0
31,54841,914213,583,1.8,1,0
23,71364,662532,542,5.8,1,1
29,111515,257634,850,1.7,2,0
33,33361,506947,688,0.2,2,0
34,95454,293401,693,6.6,3,0
62,57828,193948,617,1.9,3,0
40,84814,337393,751,4.0,3,0
31,54811,773447,637,7.4,2,0
24,106697,458195,457,6.1,2,1
63,56056,1412070,634,2.1,1,0
49,20122,816371,657,6.9,0,1
32,117143,749343,666,13.0,1,0
61,27763,122132,664,4.7,2,0
34,103967,352171,628,6.1,2,0
58,46437,188811,620,10.0,1,0
64,99270,382161,656,9.3,2,0
61,96844,254073,548,2.2,1,0
51,63454,327065,523,24.0,0,0
22,66510,1033984,687,0.1,1,0
62,63169,647063,689,21.6,2,0
44,15000,990229,750,1.4,3,1
69,52627,122940,659,2.9,3,0
40,25093,463415,584,10.8,1,1
57,54323,958729,524,1.4,1,1
31,24691,1476281,608,1.3,3,1
32,24077,128223,713,5.2,1,0
60,128407,333972,795,6.1,0,0
50,93122,1011941,684,0.0,4,0
48,48899,379335,582,3.0,0,0
52,54767,213558,609,3.4,5,1
34,42245,128027,612,1.6,1,0
45,69004,207116,647,3.9,3,0
36,32675,114562,769,0.8,0,0
63,88986,463595,775,2.0,0,0
40,42114,906229,666,6.2,2,0
49,38104,161332,694,10.3,1,0
57,49663,543716,616,4.5,2,0
30,34382,869972,543,0.4,1,1
37,59707,441455,823,5.7,2,0
52,35510,121959,494,11.4,0,0
22,64933,602576,533,3.5,2,1
26,101681,423488,823,3.4,1,0
46,31837,390348,681,23.8,4,0
23,45326,285652,589,5.1,2,1
42,64653,474221,734,8.2,1,0
48,37740,665207,741,5.2,1,0
39,64769,2995190,573,1.2,1,1
19,68407,484012,637,1.7,1,0
62,93897,1482014,750,5.5,0,0
22,34077,589013,614,3.0,1,1
44,27842,408553,702,2.6,2,0
42,40759,498240,793,0.1,1,0
25,27428,166476,488,10.8,3,1
18,68782,565060,652,10.8,1,0
37,24414,89890,700,3.1,2,0
61,198751,221874,536,6.0,0,1
40,106676,483049,637,1.0,1,0
49,49392,1149900,763,3.5,1,0
28,82490,1389562,623,2.9,1,0
56,18359,366136,561,5.3,0,0
64,222798,501106,770,3.2,5,0
41,34402,972368,715,3.5,1,0
28,45601,152726,674,1.8,2,0
46,16097,611578,672,0.2,4,1
43,65628,228133,762,12.4,2,0
33,25240,385593,703,0.1,2,0
52,52103,306441,731,1.7,1,0
37,35363,626739,624,3.0,1,0
63,25677,687105,526,1.9,1,1
20,30253,902444,729,4.0,3,0
18,56132,584527,768,3.1,2,0
64,22722,507536,662,1.5,3,0
18,31279,1949764,751,0.5,3,1
34,72981,130680,653,0.7,4,0
19,233628,1717684,672,3.3,1,0
46,65287,350859,820,9.4,2,0
37,28272,698515,656,0.5,1,0
23,39329,340943,651,5.7,1,0
25,49958,252197,530,7.9,1,1
46,39749,651909,735,1.6,2,0
65,84274,1018358,623,5.5,3,0
68,55853,645904,691,5.8,1,0
50,84517,286733,654,6.2,1,0
20,40592,5000000,644,11.1,0,1
52,108586,1154131,670,2.5,2,0
22,44360,933479,676,1.4,2,0
44,27372,333576,774,3.9,0,0
61,181025,268301,801,0.3,4,0
29,16399,353673,732,2.0,0,0
37,31468,1050866,781,10.7,2,0
62,33650,200288,748,3.8,1,0
37,220793,188233,719,2.9,1,0
26,144945,681218,796,1.5,2,0
56,120133,571121,575,1.4,1,0
21,40199,238887,625,1.3,1,0
68,210177,184801,614,8.8,2,0
36,61145,1397670,655,21.0,3,0
55,88111,588659,734,3.8,2,0
44,54601,148623,590,0.4,0,0
62,47587,157172,720,7.0,2,0
60,42147,331303,633,10.5,4,0
30,43226,795139,652,13.4,0,0
30,70621,712123,696,5.0,2,0
39,61103,1093990,814,3.5,3,0
45,48103,134285,623,4.8,1,0
69,121262,529176,673,0.1,1,0
64,15000,1384331,593,5.3,1,1
62,66564,1284964,622,6.2,1,0
39,75406,589557,593,6.4,1,0
60,97555,2894765,699,4.1,2,0
36,47149,720303,714,6.0,0,0
25,55534,1018862,734,5.1,2,0
69,88571,458427,619,0.6,2,0
25,119934,236858,720,11.4,4,0
59,40932,219659,689,4.9,1,0
43,57537,511596,675,6.5,1,0
65,134207,373546,580,2.1,0,0
68,15000,107487,692,12.6,1,0
43,32402,194729,694,3.5,2,0
40,118125,342928,688,5.7,1,0
60,94421,791609,712,15.2,2,0
30,67068,436760,735,12.4,1,0
45,37452,417628,592,5.2,3,1
26,28880,200881,662,0.9,2,0
37,34381,450689,721,15.0,1,0
36,124095,1270957,658,20.7,2,0
65,33621,501049,756,0.5,0,0
56,52096,132474,687,3.0,0,0
68,31187,162556,523,4.0,0,0
29,81280,708589,747,0.5,1,0
32,35481,369737,670,1.1,3,0
48,46232,416789,538,3.9,0,0
31,17853,270983,659,16.5,0,0
28,18619,661807,578,0.1,2,1
43,49247,347759,740,12.2,0,0
59,22134,381058,677,11.4,0,0
44,173347,223914,606,9.7,1,0
28,15000,924818,744,2.4,1,1
55,30330,370679,716,3.4,1,0
51,49514,719494,661,2.6,2,0
60,39376,170267,580,14.7,2,0
36,25273,1771091,612,3.7,3,1
23,27590,1229230,611,0.4,1,1
63,27054,96005,739,1.6,3,0
69,41273,232919,545,3.1,0,0
55,158127,648299,676,15.3,1,0
66,51367,153924,659,4.2,0,0
59,99681,398205,762,6.0,1,0
45,66448,622379,698,0.5,2,0
18,95637,381634,722,10.5,1,0
52,15000,680832,637,3.9,2,1
57,40836,254062,581,12.7,4,0
25,107396,73471,653,2.9,1,0
69,34785,970621,742,5.7,5,0
64,141136,965741,741,3.2,5,0
24,119411,3278541,645,0.8,2,1
28,36994,75678,611,1.6,0,0
56,36246,806666,595,0.3,1,0
21,26684,91587,669,2.9,2,0
42,33598,1803418,690,5.2,1,1
29,23398,653627,797,1.4,2,0
43,63404,206582,689,3.4,0,0
55,20462,825857,729,3.1,2,0
63,70420,284237,617,3.8,0,0
29,71456,562604,683,1.0,0,0
60,18092,521658,691,3.8,1,0
68,124230,1785724,668,2.3,1,0
54,66713,1889722,678,1.7,0,1
63,76865,274357,690,4.4,2,0
41,31094,1031458,718,0.8,0,0
33,71212,587641,773,11.5,0,0
30,96358,142893,498,13.7,3,1
42,46204,253474,769,5.4,3,0
69,162942,2867401,543,1.8,2,1
21,50334,589060,704,4.9,4,0
28,97194,984435,850,4.6,1,0
49,58442,373384,676,2.5,1,0
66,69655,287232,694,1.7,2,0
24,17983,452169,655,0.9,3,1
63,61244,357580,733,1.2,0,0
28,31540,133973,708,5.3,5,0
45,29500,198261,625,10.9,0,0
58,139589,779421,670,2.4,0,0
40,43119,326259,590,0.6,0,0
62,26849,451605,670,0.1,0,0
40,39518,533886,646,2.6,2,0
67,22465,568320,690,1.3,2,0
45,115882,1107109,623,1.9,0,0
60,32292,183697,662,1.4,2,0
64,67344,698159,680,5.5,1,0
43,110598,809378,686,5.1,1,0
42,36312,973527,701,12.2,0,0
46,67454,142866,666,6.0,2,0
36,26421,542452,617,0.9,0,1
50,212662,1746039,686,7.0,1,0
53,85976,408686,665,1.0,2,0
31,43670,651345,761,4.1,0,0
31,30831,825972,772,0.4,1,0
52,45779,194779,570,0.2,1,1
47,39975,1918510,729,3.1,4,0
45,158223,659739,745,0.6,2,0
34,23498,670381,572,1.8,1,1
20,53150,117052,726,2.1,2,0
33,48484,835374,751,7.3,1,0
63,45686,663396,604,2.0,3,0
47,45927,1622296,661,3.4,1,0
69,45723,344892,694,7.4,0,0
46,82771,200761,725,1.1,0,0
62,70642,256326,600,8.2,1,0
32,63028,295379,772,8.9,0,0
63,15000,180759,517,22.5,2,0
42,58681,1241868,785,2.9,1,0
68,18153,1279728,724,2.3,2,1
55,72243,378271,630,6.1,4,0
59,118740,323124,749,0.3,0,0
64,28120,103529,596,0.2,3,0
69,41895,772022,689,2.0,3,1
55,34213,1660703,699,6.5,0,1
40,102873,265732,698,0.6,4,0
42,51897,402951,612,5.0,0,1
59,138274,626205,640,1.6,3,0
24,62834,1757731,690,5.3,0,0
39,56696,519083,621,3.1,2,0
34,51068,517282,701,0.6,2,0
35,80081,510657,630,1.4,0,0
66,17281,141488,760,1.2,2,0
58,51596,139047,805,0.9,0,0
27,47003,231793,656,3.2,3,0
27,75754,994815,753,15.5,2,0
24,43799,338308,663,5.4,0,0
65,26285,289617,605,9.0,0,0
67,49237,285575,645,19.8,2,0
55,25598,396279,686,3.9,0,0
44,15441,1726637,537,1.4,1,1
69,75831,392009,730,13.1,3,0
50,69385,235852,686,6.0,1,0
18,64877,451439,760,16.0,0,0
61,107125,1801385,728,5.3,0,0
51,32891,295889,689,7.5,2,0
21,20771,171990,651,11.1,4,0
34,47003,296323,801,7.1,1,0
21,39795,490416,850,4.1,2,0
60,29573,767269,652,3.2,1,0
43,46727,990046,763,8.7,4,0
21,33963,191650,623,7.4,2,0
18,16291,206762,632,2.3,2,1
24,37620,341598,649,3.4,1,0
47,24789,764971,734,5.0,3,0
67,56330,161456,594,0.1,1,0
26,33069,272158,803,1.4,0,0
52,95509,275351,755,1.4,1,0
25,128324,939778,732,10.7,0,0
41,73690,675094,656,2.0,2,0
36,19329,911616,746,3.9,0,0
53,120948,1291018,446,8.9,0,1
67,126175,346445,715,1.5,6,0
69,49576,171112,692,0.7,2,0
60,108418,171996,529,14.8,2,0
44,35206,101672,712,6.1,2,0
49,15998,306504,727,1.0,0,0
31,31064,325338,531,8.6,3,1
35,138355,830715,585,7.7,0,0
45,20037,448440,845,9.1,1,0
46,49006,298862,665,1.6,0,0
33,50035,403205,758,3.0,2,0
52,36033,192686,770,5.9,2,0
64,37567,1004826,711,2.5,2,0
48,51192,235924,761,0.4,1,0
21,34985,177736,510,0.7,1,1
54,20884,851117,661,4.5,2,0
34,55771,700347,433,2.4,0,1
56,93341,111418,540,0.0,4,1
65,82598,876771,636,7.3,2,0
63,30156,244440,626,2.7,0,0
43,23138,327982,683,1.9,1,0
65,41335,513813,678,6.3,1,0
56,125577,707363,690,3.0,1,0
58,72211,631834,693,5.9,1,0
21,74785,425127,706,0.1,1,0
47,83609,314986,603,0.0,3,0
47,63098,615245,622,4.1,0,0
39,52699,402435,677,20.1,2,0
28,72939,1875308,678,1.6,2,0
19,35323,707241,593,5.7,4,1
61,20979,211349,766,0.9,3,0
29,75644,301920,737,1.9,1,0
47,103016,459803,611,0.4,1,0
53,25060,1251114,663,10.6,4,1
35,80270,1368032,840,1.9,1,0
43,134384,322252,692,1.3,1,0
24,48954,209628,711,6.6,2,0
18,30007,189245,631,1.1,3,0
43,52775,541415,654,1.4,3,0
40,35230,2794119,800,0.5,1,1
43,33859,680971,689,16.5,1,0
62,63570,123607,674,1.4,0,0
23,18727,247507,680,27.2,3,0
23,20612,268570,850,1.0,2,0
61,49591,229210,683,0.1,1,0
25,48369,324384,613,11.3,1,0
41,60242,594523,627,4.3,1,0
39,151015,763436,742,2.2,4,0
36,52193,1059609,565,3.6,3,1
54,70185,672906,716,1.5,1,0
35,27301,92658,622,5.0,1,0
48,77711,189881,531,4.8,1,0
54,35744,389852,601,0.4,1,1
47,51167,497735,682,12.1,3,0
59,45921,881283,791,3.1,1,0
50,91106,457964,753,1.1,1,0
27,22337,460729,656,1.8,1,0
54,15000,535115,757,10.1,1,0
29,43128,360765,651,2.4,1,0
47,64933,474258,562,4.1,3,1
44,53710,1088886,681,14.8,4,0
56,102674,413689,559,5.3,2,1
26,63730,431848,743,5.6,0,0
38,34950,430684,744,1.4,1,0
29,15000,1249456,609,5.5,1,1
46,42515,182327,691,2.5,0,0
50,90832,1831557,690,12.1,1,0
60,38745,172628,749,0.7,1,0
32,49860,262137,580,1.7,0,0
19,63121,802743,727,0.3,5,0
69,26657,1008781,574,2.4,0,1
56,71249,143947,742,0.8,0,0
61,130911,184580,765,9.3,1,0
35,44192,552536,626,13.0,0,0
20,24898,2886443,777,5.5,1,1
24,47100,1199014,554,0.5,2,1
60,15000,362769,767,2.1,1,0
35,60002,63875,795,16.7,0,0
61,64303,472273,707,0.7,2,0
55,133971,591157,664,4.1,1,0
54,43634,325736,704,2.2,1,0
50,62635,224004,631,35.4,1,0
61,29238,502490,850,1.7,1,0
48,39582,208186,633,0.2,0,0
28,19631,1978716,785,6.1,0,1
21,43613,1488673,620,2.0,1,1
35,40815,748877,807,5.4,1,0
21,58660,475331,840,0.6,2,0
66,33719,260893,710,3.7,2,0
51,51534,435117,702,2.4,3,0
46,40133,1642019,603,3.8,2,1
41,40179,886399,593,9.6,2,1
39,51442,520712,703,18.0,2,0
19,50227,926509,796,7.0,3,0
61,77397,684530,636,7.3,1,0
23,45597,607448,850,3.8,3,0
59,39738,969417,631,0.5,1,1
42,43981,669055,698,5.5,1,0
38,31926,879264,698,0.8,2,0
33,39499,503384,671,1.4,0,0
48,165826,361023,516,6.1,1,1
31,28350,285349,630,5.4,1,0
56,41473,259406,695,1.9,1,0
45,38851,122499,672,7.4,2,0
49,42264,213298,730,14.0,1,0
